상호,영업표지,대표자,등록번호,최초등록일,업종
케이지비(주),케이지비(KGB),"박해돈, 유미숙",20080200111,2008.08.08,이사
(유)대동상회,TOGETHER COFFEE  (투게더커피),라은미,20213963,2021.11.03,커피
(유)대동상회,대동치킨,라은미,20213962,2021.11.03,치킨
(유)대동상회,대동분식,라은미,20213961,2021.11.03,분식
(주)임팩트잇지,홍꽁,임동현,20214933,2021.11.15,주점
(주)임팩트잇지,춘계정,임동현,20214936,2021.11.15,한식
(주)임팩트잇지,진짜무쇠삼겹,임동현,20214934,2021.11.15,한식
(주)임팩트잇지,죠이엘로,임동현,20214935,2021.11.15,아이스크림/빙수
(주)뚝심푸드,최용석의 뼈큰청진동해장국,최용석,20100600037,2010.06.01,한식
(주)뚝심푸드,뼈큰감자탕,최용석,20161022,2016.10.10,한식
설雪밀당,설밀당,최종석,20213972,2021.11.03,분식
해피꼬마김밥,해피꼬마김밥,김성민,20211622,2021.07.22,분식
세월촌,세월촌,김형수,20190183,2019.03.05,주점
(주)아이비그룹,아이비키즈스포츠,김광식,20171356,2017.11.27,기타 교육
(주)명인에프엔비,쫄덮방,성창호,20211728,2021.07.30,기타 외식
(주)명인에프엔비,팔방면,성창호,20201083,2020.08.27,기타 외식
(주)명인에프엔비,여우곳간 맥주,성창호,20210354,2021.02.09,주점
(주)명인에프엔비,면도칼,성창호,20201082,2020.08.27,기타 외식
(주)명인에프엔비,면당포,성창호,20181380,2018.12.28,기타 외식
케이지비(주),예스2404(yes2404),"박해돈, 유미숙",20130113,2013.08.13,이사
(주)다다컴퍼니,커피왕,안민영,20171168,2017.10.13,커피
(주)명인에프엔비,명인만두,성창호,20080200055,2008.07.29,분식
(주)아이스크림아트,리브로아르츠(LIBROARTS),박기석,20150433,2015.05.28,기타 교육
(주)중독컴퍼니,카페인중독,김성우,20171137,2017.09.28,커피
농업회사법인(주)정담,정도너츠,황보준,20090600036,2009.08.21,제과제빵
농업회사법인명정(주),유부상회,박순구,20214169,2021.11.05,한식
좋은세상협동조합,생활애,김대진,20180444,2018.05.04,기타도소매
농업회사법인㈜담따프레시,담따프레시,김진욱,20211222,2021.05.21,기타도소매
(주)리앤브라더스컴퍼니,노군꼬치,이병훈,20161030,2016.10.10,기타 외식
(주)코앤코,코앤코 뮤직,진경훈,20100600018,2010.02.03,기타 교육
101카츠,101카츠,박상화,20220507,2022.06.14,일식
개코얼큰이불닭발본점,개코얼큰이 불닭발,김소란,20212564,2021.10.12,한식
우화한식당,우화한식당,제혜란,20230767,2023.06.01,한식
메밀고개푸드(주),시골막국수와 옹심이,이정숙,20110500004,2011.04.25,한식
(주)스마일카관리,스마일카,이정학,20220858,2022.08.23,자동차 관련
(주)더좋은교육,T3과외플랫폼,이창학,20220815,2022.08.11,기타 서비스
이씨네푸줏간,이씨네푸줏간,이영진,20200833,2020.07.07,한식
(주)블라썸클라우드,민낯뷰티아카데미,박기륜,20200975,2020.08.06,이미용
㈜비앰씨,CAFE 설렘주의보,정문도,20190223,2019.03.21,커피
김성구의성마늘치킨,김성구의성마늘치킨,김성구,20150612,2015.07.17,치킨
오히루텐,라이진,황지훈,20211917,2021.08.23,한식
쁘띠몬스터,쁘띠 몬스터,고은,20220796,2022.08.09,의류 / 패션
(주)올디스에프엔비,올디스커피 ALL THIS COFFEE,"강병훈,정종환",20220556,2022.06.21,커피
(주)토마토디앤씨,일공공일안경콘택트,박윌리엄에이치씨,20100300025,2010.05.28,안경
(주)오름에프씨,조선닭꼬치,곽환기,20212888,2021.10.19,주점
(주)오름에프씨,무공닭갈비,곽환기,20212891,2021.10.19,한식
(주)토마토디앤씨,아이스테이션,박윌리엄에이치씨,20200228,2020.02.19,안경
(주)토마토디앤씨,안경나라,박윌리엄에이치씨,20100300027,2010.05.28,안경
(주)아이다온,아사삭,최정훈,20210241,2021.01.28,기타도소매
(주)토마토디앤씨,씨채널(See Channel),박윌리엄에이치씨,20100300026,2010.05.28,안경
(주)토마토디앤씨,더블루,박윌리엄에이치씨,20214183,2021.11.04,이미용
(주)토마토디앤씨,리힘,박윌리엄에이치씨,20214182,2021.11.04,이미용
(주)토마토디앤씨,블루클럽,박윌리엄에이치씨,20080100542,2008.09.30,이미용
(주)에이에프씨코리아,아주커,김선식,20080400001,2008.07.30,치킨
도그마캣(DOGMARCAT),도그마캣(DOG MARCAT),김태욱,20214697,2021.11.12,기타도소매
(주)노른자팩토리,누룩꽃 피는날,장성희,20120400043,2012.10.22,한식
서귀포로맨스,삼단분식,손우빈,20213431,2021.10.27,분식
(주)쿼드코리아,아이엠도넛(IamDonut),이현재,20211247,2021.05.26,제과제빵
(주)쿼드코리아,쿼드커피(QUAD COFFEE),이현재,20210160,2021.01.20,커피
씨지에프(주),덮덮밥,조재창,20200807,2020.07.02,한식
씨지에프(주),삼첩분식,조재창,20191016,2019.10.02,분식
(주)로희,오늘닭강정,강덕근,20201639,2020.12.02,치킨
(주)돈숨,마찌김치찌개&고기냉면,김규빈,20230471,2023.03.28,한식
대흥유통,토닭토닭양념치킨,김진구,20190573,2019.06.18,치킨
㈜담다,정백정 참숯구이,김정규,20214508,2021.11.10,한식
빌런(구시청점),빌런,이홍익,20201731,2020.12.11,주점
(주)더참맛푸드,수육국밥.보쌈전문점 더참맛수육국밥앤보쌈,임종성,20120500020,2012.05.18,한식
디에스앤에스(DS&S),8900원 삼겹살비빔밥,천상혁,20220458,2022.05.17,한식
꿈씨앗에듀,행복한꼬마거북이,조영란,20221453,2022.12.28,기타 교육
미스터낙곱새,미스터낙곱새,함경훈,20215442,2021.11.17,한식
(주)셰프스테이,필라프에빠지다,신윤호,20210436,2021.02.19,기타 외식
(주)베터라이프,탑크리닝업,최용진,20211614,2021.07.22,세탁
농업회사법인(주)빛솜푸드(BeetSomFood),미소미소,권오병,20210113,2021.01.19,한식
고기자리중앙대점,고기;자리,오현미,20220814,2022.08.11,한식
(주)아싸,아싸플러스,구자명,20221257,2022.11.22,편의점
아이스맨즈아이스크림할인점낙민본점,아이스맨즈(ICE MAN'S),안동오,20230768,2023.05.31,아이스크림/빙수
(주)비손에프앤비,브라운래빗,정찬원,20213782,2021.11.02,음료 (커피 외)
(주)상진유통,쉐프의 생 안심탕수육,이상진,20210951,2021.03.31,중식
(주)제이엠에스,제이엠에스,전민식,20230489,2023.04.03,스포츠 관련
(주)에이블비즈,홍미당,서형우,20180390,2018.04.20,제과제빵
(주)호경에프씨,돈가스부띄크,이용재,20201038,2020.08.18,기타 외식
(주)호경에프씨,치키니아,이용재,20160504,2016.05.30,치킨
조이포,조이포 JoyPho,임현숙,20220157,2022.02.24,기타 외국식
지유푸드,대한마라,김서원,20220521,2022.06.15,중식
(주)제이엔에이치나인스,만고쿠,정주호,20201552,2020.11.18,일식
더플레이팅,정우의 도시락,권용준,20221027,2022.11.25,기타 외식
(주)참푸드,미스터향,김현수,20200979,2020.08.06,중식
(주)정담에프앤비,곤트란쉐리에(Gontran Cherrier),백지연,20220253,2022.03.29,제과제빵
(주)홍베이팡,홍베이팡,허정인,20190332,2019.04.10,제과제빵
(주)점핑하이,점핑하이,윤하이,20161004,2016.10.05,스포츠 관련
보고싶다(주),엠엠엠(MMM),정성욱,20212417,2021.09.30,기타 외식
보고싶다(주),인싸동설렁탕,정성욱,20211796,2021.08.02,한식
보고싶다(주),을찌로정,정성욱,20210607,2021.03.04,기타 외식
보고싶다(주),이색분식,정성욱,20210035,2021.01.08,분식
보고싶다(주),미씽유,정성욱,20200408,2020.03.20,주점
보고싶다(주),봉구통닭,정성욱,20190933,2019.09.10,치킨
(주)유니그램,No Back(노백),김선호,20220993,2022.09.26,커피
(주)티씨케이컴퍼니,띵크커피,박순원,20120100434,2012.08.27,커피
(주)엔오엔에프컨설팅,이름없는과일가게,허예선,20211705,2021.07.29,기타도소매
(주)나운에프에스,원당감자탕,나인환,20080100676,2008.11.17,기타 외식
마스타자동차관리(주),레디카,장은석,20080100120,2008.08.02,자동차 관련
마스타자동차관리(주),마스타,장은석,20080100121,2008.08.02,자동차 관련
(주)정직한친구들,샐러바웃,심재경,20201844,2020.12.21,기타 외식
(주)설빙,설빙,정용만,20130249,2013.09.26,아이스크림/빙수
(주)기성피제이에스,기성포차,박정수,20212252,2021.09.17,주점
(주)기성피제이에스,씬피자,박정수,20210289,2021.02.01,피자
(주)기성피제이에스,곱창이야기,박정수,20130100234,2013.03.21,한식
(주)우분트,치떠끼,김기한,20200458,2020.04.02,분식
(주)우분트,치킨89(치킨팔구),김기한,20170113,2017.01.18,치킨
(주)바이웨이,바이웨이(BYWAY),권민석,20221183,2022.11.08,제과제빵
(주)계림식품농업회사법인,에그파파,조형상,20150055,2015.01.19,치킨
(주)짐키친,짐키친(GYM KITCHEN),권혁두,20210738,2021.03.16,기타 외식
(주)드림키오,드림키오,서경희,20190296,2019.04.05,교육 (외국어)
(주)위드에프엔비,비에뜨반미,이계준,20221184,2022.11.08,기타 외국식
(주)엘포트,캉가잉글리쉬,신귀성,20180994,2018.10.01,교육 (외국어)
(주)제이더블유에프앤비,브런치앤다이닝37.5(Brunch&Dining37.5),김수경,20200740,2020.06.16,기타 외식
잠실꽃낙지,꽃낙지,왕복섭,20220833,2022.08.17,한식
조선양평해장국,조선양평해장국,류미선,20200427,2020.03.24,한식
㈜헌터스,헌터스(HUNTERS),박주억,20212335,2021.09.30,기타 외식
(주)라홍에프앤비,라홍방 마라탕,장승아,20201443,2020.10.26,중식
(주)등초식품,등초마라탕,인밍하오,20190788,2019.08.05,중식
반짝반짝청소,반짝반짝청소,김정훈,20210200,2021.01.22,기타 서비스
(주)하임,모노맨션,강동근,20230051,2023.01.12,기타 서비스
(주)블루빈스커피,블루빈스,박근원,20210757,2021.03.17,커피
(주)코리아델로스케이디,구이쟁이꾼,이길영,20180456,2018.05.15,치킨
(주)정직한스푼,오지버거,전명일,20210194,2021.01.25,패스트푸드
(주)두코,두코,이미애,20213930,2021.11.03,한식
(주)더착한에프엔비,모이소,이영준,20215543,2021.11.17,기타 외식
(주)더착한에프엔비,THE착한 찹쌀치킨&수제버거,이영준,20210801,2021.03.22,치킨
분더슈필,분더바움,"김석현, 강미경",20170754,2017.06.23,기타 교육
(주)프로젝트위드원,소복,김인호,20220346,2022.04.27,아이스크림/빙수
농업회사법인(주)빛솜푸드(BeetSomFood),본가집안동국밥곰탕,권오병,20130100291,2013.04.11,한식
(주)멀티웨이,안주가,인대교,20212213,2021.09.16,한식
(주)멀티웨이,멀티캠핑,인대교,20212836,2021.10.19,기타도소매
(주)멀티웨이,멀티치킨,인대교,20212214,2021.09.16,치킨
(주)멀티웨이,돼지게티,인대교,20201482,2020.11.06,한식
(주)멀티웨이,볼빨간 피자,인대교,20212215,2021.09.16,피자
정상FC,무원골 흑돈대패,강영민,20191440,2019.12.31,한식
정상FC,흑돼지 삼백식당,강영민,20160108,2016.01.29,한식
(주)큰손에프씨,큰손1치킨2피자,"박승대, 김형식",20214093,2021.11.04,치킨
농업회사법인(주)빛솜푸드(BeetSomFood),돈플러스,권오병,20215776,2021.11.18,한식
농업회사법인(주)빛솜푸드(BeetSomFood),본가집밥상,권오병,20201590,2020.11.24,한식
농업회사법인(주)빛솜푸드(BeetSomFood),아바이토종순대국,권오병,20150619,2015.07.20,한식
명태인생,명태인생,김태임,20210778,2021.03.22,한식
구미찬에프앤비,구미찬통닭,안승필,20212415,2021.09.30,치킨
기막힌한상,기막힌한상,김희준,20210370,2021.02.10,한식
골목통닭,가마솥골목통닭,김형주 외1,20230765,2023.05.30,치킨
(주)백제푸드오리명가,샤브50,최윤혁,20230759,2023.05.30,한식
모모라인,모모라인,김미영,20230762,2023.05.30,기타 서비스
옥푸드,도리신닭도리탕,김선옥,20220132,2022.02.17,한식
바다정원,내손에 쏙 물회,김태한,20220623,2022.07.04,기타 외식
(주)라산그룹,대한식당,최봉민,20201535,2020.11.16,주점
(주)라산그룹,신이내린닭,최봉민,20201536,2020.11.16,치킨
지엠큐(주),휴대폰성지 옆커폰,문성혁,20220372,2022.05.06,기타도소매
(주)유성갈비,유성갈비,이태준,20191219,2019.11.21,한식
본앤미트,국밥상회&냉면,김준기,20230760,2023.05.30,한식
용기있는사람들,오유미당,배명덕,20200586,2020.05.12,기타 외국식
홍스푸드,홍스포차,손순필,20180258,2018.03.15,주점
홍스푸드,홍스떡,손순필,20171534,2017.12.18,분식
(주)아이에스,카페CCD,이설빈,20211908,2021.08.20,커피
린넨앤리버티(linennliberty),린앤봄,신채원,20214690,2021.11.12,기타 교육
(주)즐거운세상,바르미샤브샤브n칼국수,김성곤,20100600005,2010.01.06,기타 외식
(주)즐거운세상,바르미스시뷔페,김성곤,20090600051,2009.09.14,일식
(주)오엠푸드,오떡,박성우,20130258,2013.09.27,분식
(주)샵프렌즈,마부곱창,김태형,20200646,2020.05.26,한식
비투에스(주),대독장,황장준,20150909,2015.09.24,한식
카페앤스터프체인본부,그로우먼트,박병우,20220995,2022.09.27,임대
(주)일구팔칠,1987 루프탑라운지,김수기,20220721,2022.07.26,서양식
(주)최가네토탈푸드,최가네크레이지떡볶이,최종문,20191246,2019.11.26,분식
(주)히어로플레이파크,히어로키즈파크,박진용,20180846,2018.08.24,기타 서비스
사이코우타코야끼,사이코우타코야끼,한순옥,20230757,2023.05.30,일식
(주)맘푸드시스템,정우채 무까 도시락,정우채,20212251,2021.09.24,한식
(주)탑에프앤비,오늘초밥,우희광,20211384,2021.06.15,일식
에이피씨(주),아필코(APILCO),공지애,20171307,2017.11.15,커피
(주)이츠펫디비초이스,이츠펫#24,"최재권, 최병수",20230758,2023.05.30,기타도소매
어울림,닭도리마켓 곱도리탕,최윤수,20211918,2021.08.23,한식
(주)원진푸드,치킨더치킨,홍종만,20150275,2015.03.23,치킨
(주)양연에프엔비,양연화로,엄태오,20170426,2017.03.23,기타 외식
㈜태영푸드코리아,2in샤브,권태동,20190302,2019.04.08,일식
(유)에쓰컴퍼니,버거스테이지,최형욱,20200244,2020.02.24,기타 외식
㈜에이브로,치클,이원혁 김상동,20214205,2021.11.05,제과제빵
(주)오엠푸드,오븐마루,박성우,20130505,2013.12.27,치킨
(주)배통,배통,"이창록, 양희우",20212206,2021.09.17,치킨
우미남,우미남,이재형,20220868,2022.08.26,한식
(주)지브이오하스피탈리티,일등 게장,박연,20214176,2021.11.05,한식
(주)지브이오하스피탈리티,이태리키친,박연,20214175,2021.11.05,서양식
(주)지브이오하스피탈리티,울트라 막회,박연,20214190,2021.11.05,일식
(주)지브이오하스피탈리티,올담타코야끼,박연,20214188,2021.11.05,분식
(주)지브이오하스피탈리티,올담연어육회,박연,20214178,2021.11.05,기타 외식
(주)지브이오하스피탈리티,올담 아인슈바인학센,박연,20214174,2021.11.05,서양식
(주)지브이오하스피탈리티,오늘도 쭈꾸미,박연,20214180,2021.11.05,한식
(주)지브이오하스피탈리티,아노 초이스 참치,박연,20211692,2021.07.29,일식
(주)지브이오하스피탈리티,스페셜 초밥,박연,20214191,2021.11.05,일식
㈜지브이오하스피탈리티,산더미 해물칼국수,박연,20214177,2021.11.05,한식
(주)지브이오하스피탈리티,산더미해물찜 해담,박연,20214173,2021.11.05,한식
(주)지브이오하스피탈리티,백로식당,박연,20214179,2021.11.05,한식
(주)지브이오하스피탈리티,꼬꼬믹스치킨,박연,20214192,2021.11.05,치킨
(주)플렉스에이앤디,와이낫떡볶이,안병근,20212307,2021.09.29,분식
욱이푸드,고기주는통큰 고기밀면&냉면,박원욱,20210032,2021.01.11,한식
프로키친,퍼스트생갈비찜,JIN ZHEHAO,20212568,2021.10.12,한식
(주)에이치엔푸드,해남해장국,조광문,20220988,2022.09.27,한식
(주)두천,알떡,윤기철,20201153,2020.09.10,분식
라맛쿵부(초전점),라맛쿵부,LI JINGZHU,20211910,2021.08.20,중식
유한회사조선에프앤씨,조선밥상,장승훈,20230149,2023.01.31,한식
(주)에이투지,이동근선산곱창.막창,박연섭,20080600043,2008.12.05,기타 외식
대통아구,대통아구,이경태,20230126,2023.01.27,한식
(유)더자반,더자반(The자반),황찬우,20190749,2019.07.29,한식
(주)겐돈에프앤비,겐돈소바,김대곤,20140390,2014.05.14,기타 외식
(주)락앤락,락앤락 플러스(LOCK&LOCK PLUS),이재호,20100500046,2010.10.04,기타도소매
(주)푸드죤,피자마루,이영존,20080100739,2008.12.10,피자
칠삼비브라더스(주),임창정의 소주한잔,최종훈,20150444,2015.06.02,주점
(주)옳음,청담동샤브,원영기,20212287,2021.09.27,한식
깔끄미계단,깔끄미계단,정선채,20140938,2014.10.02,기타 서비스
㈜제이에이치푸드(J·HFood),박지혜모던순대국&소머리국밥,박지혜,20211860,2021.08.18,한식
(주)시아컴퍼니,시아북카페,선시은,20211970,2021.08.27,기타 서비스
(주)미단푸드,교동우동&김밥,이은희,20181297,2018.12.13,분식
(주)바른투자자문,비욘드워크,"김인환,문대희",20220731,2022.07.27,기타 서비스
(주)늘푸른푸드,고바우통닭,김유관,20220127,2022.02.15,치킨
(주)불여시팸,치킨존,김정환,20191442,2019.12.31,치킨
(주)불여시팸,정아니의 여우밥상,김정환,20200135,2020.01.28,한식
(주)불여시팸,여시야 불타는닭발,김정환,20191439,2019.12.31,한식
(주)불여시팸,정아니의불타는여고24시떡볶이,김정환,20171357,2017.11.27,분식
어묵버거어묵샌드위치어묵피자어묵도너츠FishcakeBurger,어묵버거어묵피자,박종득,20230756,2023.05.26,패스트푸드
(주)호경에프씨,마이하노이,이용재,20201764,2020.12.14,기타 외식
(주)기성피제이에스,기성집,박정수,20210231,2021.01.21,한식
(주)엠푸드,츠츠허허,나대호,20201452,2020.11.03,중식
(주)엠푸드,솥고집,나대호,20214949,2021.11.15,한식
(주)엠푸드,미술관,나대호,20140974,2014.10.10,주점
(주)엠푸드,레드문,나대호,20180956,2018.09.14,주점
(주)엠푸드,건강밥상 심마니,나대호,20180233,2018.03.08,한식
박가네숯불껍데기,박달 박가네 숯불 껍데기,박재형,20230755,2023.05.26,한식
(주)우분트,따로 삼계탕,김기한,20211161,2021.05.12,한식
(주)이엔지스토리,남포동 숯불 바베큐 치킨,이병진,20211781,2021.08.05,치킨
(주)이엔지스토리,남포동 직화 쭈꾸미,이병진,20201293,2020.10.05,한식
(주)카페프리헷,카페프리헷,박상환,20230159,2023.02.01,커피
(주)은규네,은규네스튜디오,박은규,20221258,2022.11.23,임대
(주)빅브라더,NBM,박대형,20214478,2021.11.10,기타 외식
(주)빅브라더,전씨술방,박대형,20160662,2016.07.19,주점
(주)빅브라더,최군맥주,박대형,20130115,2013.08.13,주점
(주)퍼틴코리아,퍼틴(phothin),김인중,20200337,2020.03.05,기타 외국식
(주)아이조아,아이조아렌즈,엄재호,20200584,2020.05.06,안경
(주)이임,NAN갈비장터,이정희,20214635,2021.11.11,치킨
(주)대가패밀리,제육대가,주윤홍,20210211,2021.01.26,기타 외식
㈜미담엔코,마빡떡볶이,정동환,20211173,2021.05.13,분식
카페일리터,카페일리터,한초롱,20171445,2017.12.07,커피
(주)이임,TOT,이정희,20214636,2021.11.11,패스트푸드
(주)한소반,수돈재,장명관,20211976,2021.08.27,한식
(주)한소반,밀숲,장명관,20211975,2021.08.27,기타 외식
(주)리본필라테스강서마곡,리본필라테스,양재훈,20220921,2022.09.06,스포츠 관련
(주)모스버거코리아,모스버거(MOSBURGER),방왕근,20190682,2019.07.15,패스트푸드
일품향,일품향,최동우,20171230,2017.10.27,중식
(주)아마릴리스,스위트1225,김종경,20230175,2023.02.02,커피
오마주,스시오마주,양자민,20230749,2023.05.25,일식
(주)테이스테이,테이스티 버거,"류창현, 김도윤",20230748,2023.05.25,패스트푸드
(주)명진푸드,대왕암등대갈비,송명진,20230744,2023.05.25,한식
길몽,모씨네,모윤식,20230743,2023.05.25,한식
금표에프앤씨,우간다곱창,곽창훈,20211681,2021.07.27,한식
오샬(OTSAL),마이 런던 1772(MY LONDON 1772),이영섭,20230754,2023.05.25,기타 외국식
본앤미트,상남자의 고소한 막창&곱창,김준기,20190565,2019.06.17,한식
엔네일춘천지점,엔네일,박지영,20170594,2017.05.12,이미용
원딜리버리,꼬기만땅 점보비빔밥,김지나,20200731,2020.06.17,한식
(주)바른랩,청정고을순대,이순환,20080200257,2008.11.05,기타 외식
(주)제이케이글로벌,야들리애,박정근,20090100067,2009.01.23,치킨
(주)아로마글로바,YANKEE CANDLE(양키캔들),임미숙,20120100542,2012.10.15,기타도소매
알에스컴퍼니,건어물의달인,이선영,20230745,2023.05.25,주점
행파,행파,김란희,20221367,2022.12.12,분식
(주)미스터아빠마켓,미스터아빠,서준렬,20220432,2022.05.19,기타도소매
식신푸드,진짜 옛날 떡볶이,양웅식,20212347,2021.10.01,기타 외식
에이치알심리상담프랜차이즈,HR인(에이치알인),"허린, 신행진",20191198,2019.11.18,기타 서비스
(주)아다오라,셀프바리스타,이현승,20230742,2023.05.25,커피
(주)오점오,5.5닭갈비,"김보영, 정철주",20080500012,2008.07.25,한식
끌,끌,조승재,20212978,2021.10.21,주점
똥집의달인,똥집의 달인,김현,20171235,2017.10.27,치킨
카페앤스터프체인본부,카페앤스터프,박병우,20120600028,2012.06.28,커피
(주)우림에프씨,진송추어탕,김병주,20141224,2014.12.19,한식
(주)이에스피엘커피,ESPL COFFEE(이에스피엘 커피),박수혜,20215620,2021.11.18,커피
경원0427,경원해물찜0427,김경희,20200597,2020.05.14,한식
(주)라온푸드,달구똥,윤종일,20210079,2021.01.15,치킨
(주)디이노,아이벨르팜므(I Belle Femme),김진수,20140099,2014.02.04,이미용
(주)디이노,아이벨르,김진수,20130086,2013.07.31,이미용
(주)정원어페럴,해리슨테일러,서현숙,20160245,2016.03.21,의류 / 패션
(주)더줌상회,2피자1치킨상회,"이신모, 박영철, 김태훈",20214795,2021.11.12,피자
(주)엠앤에스푸드,백중기와야순두부,"박성용, 백수중",20213841,2021.11.02,한식
(주)진정성,LENSON(렌즈온),이재성,20214624,2021.11.11,안경
(주)진정성,EYEBRARY(아이브러리),이재성,20214625,2021.11.11,안경
(주)늘솜,발재반점,심지용,20190808,2019.08.07,중식
(주)늘솜,생어거스틴,심지용,20120100060,2012.02.10,기타 외국식
(주)디이노,쟈끄데상쥬,김진수,20120100519,2012.09.27,이미용
샤크로플,샤크로플,윤기선,20230753,2023.05.25,커피
소복국수,국수역(驛),김현종,20230251,2023.02.16,한식
㈜이노코믹스,모모케이스,홍승범,20212325,2021.09.30,기타도소매
㈜길섶,길섶한우,이종관,20211349,2021.06.09,한식
호랑이형제,호랑이 떡볶이,"홍준혁, 김병국",20213415,2021.10.27,분식
㈜미트코리아,987피자,이호혁,20215512,2021.11.17,피자
㈜미트코리아,청춘불판,이호혁,20210824,2021.03.23,한식
㈜미트코리아,막창왕,이호혁,20213525,2021.10.28,한식
(주)리앤팍스,EVR 그라운드,박지호,20190846,2019.08.19,오락
㈜미트코리아,부도난남자,이호혁,20215514,2021.11.17,한식
더만족,더만족,김한수,20110300071,2011.11.18,한식
(주)바르다프랜차이즈,도-옥보적 찜닭:발&덮빱,이주현,20212540,2021.10.08,기타 외식
(주)맛쎈푸드,김복남맥주,김수진,20181008,2018.10.04,주점
(주)계미락,사쿠사쿠,김학순,20120100339,2012.07.23,치킨
(주)골든카우보이,혜화동 돈까스극장,이승용,20160464,2016.05.19,기타 외식
(주)트라이더원,우아한과일,허태녕,20230061,2023.01.12,커피
(주)골든카우보이,돈가스방앗간,이승용,20200889,2020.07.17,기타 외식
(주)골든카우보이,항아리카노 FRIED COFFEE,이승용,20212211,2021.09.16,커피
(주)골든카우보이,휘모리 호로록떡볶이,이승용,20212212,2021.09.16,분식
(주)골든카우보이,무적의 태권삼겹,이승용,20212210,2021.09.16,한식
한국커피평가원㈜,카페70도씨,임용진,20210394,2021.02.16,커피
한올식품(주),한올면옥,심상일,20190417,2019.05.09,한식
파인위크(fineweek),파인위크(fine week),주희령,20230188,2023.02.07,기타도소매
스터디케어(주),이잼스터디카페,장윤주,20191009,2019.10.01,기타 서비스
(주)가인채,가인채,"전주성, 김정순",20100100383,2010.08.10,한식
(주)마마리사,마마리사,장미정,20214973,2021.11.15,한식
파이널나인(주),파이널나인,박주억,20200904,2020.07.21,기타 외식
(주)홀릭코퍼레이션,과일에반하다.프루타,신정현,20211504,2021.07.05,음료 (커피 외)
(주)티에이,타타스베이글,조금봉,20220797,2022.08.09,제과제빵
(주)한국창업경제연구소,막리단길,장정용,20212420,2021.09.30,한식
(주)한국창업경제연구소,쁘띠앤아모르,장정용,20210654,2021.03.08,주점
(주)한국창업경제연구소,장사의 달인,장정용,20210604,2021.03.03,한식
㈜진모빌리티,아이엠(i.M),"조창진, 이성욱",20201360,2020.10.14,운송
㈜진모빌리티,아이엠택시(i.M Taxi),조창진 이성욱,20211098,2021.04.23,운송
(주)에코푸드시스템,에코푸드시스템,김종표,20200654,2020.05.22,기타도소매
(주)로즈애플,로즈애플(ROSE APPLE),김예지,20180146,2018.02.14,농수산물
앤드식스㈜,그릭오(GREEK-O),류원철 박정민,20220659,2022.07.13,음료 (커피 외)
㈜공존,박주억 장수오리,박주억,20201191,2020.09.16,한식
㈜공존,박주억 강원도집,박주억,20201190,2020.09.16,한식
갱스터피자,갱스터피자,정재호,20211233,2021.05.25,피자
꼬마작가들의감성놀이터,꼬마작가들의 감성놀이터,신현숙,20200029,2020.01.07,교육 (교과)
(주)파라다이스한결,한결보쌈,손광섭,20220088,2022.01.28,한식
(주)니드플러스,마초레드,김기륜,20211532,2021.07.07,분식
(주)모나미,모나미스테이션,송하경,20090100278,2009.06.11,기타도소매
(주)니드플러스,일계양득,김기륜,20200110,2020.01.21,기타 외식
(주)한잔,다함께포차차,장명순,20220958,2022.09.20,주점
농업회사법인㈜진국본가,진국본가,강정임,20180539,2018.05.28,한식
(주)아임싱어,아임싱어 코인노래연습장,강인섭,20230393,2023.03.09,오락
(주)다솜코리아,위치샌드(WITCH SAND),이공은,20230354,2023.03.06,커피
(주)진에프앤비,고쿠텐,유병진,20191239,2019.11.22,일식
(유)에스제이네트웍스,찐한부산돼지국밥,전민경,20230747,2023.05.25,한식
(주)아프리카,AFRICA (아프리카),이성신,20140434,2014.05.28,안경
(주)아프리카,STAY STUDIO (스테이스튜디오),이성신,20211722,2021.07.30,안경
(주)남도푸드,남도연,이규종,20180522,2018.05.25,한식
(주)케이미트선왕,철판목장,박병춘,20150105,2015.02.05,기타 외국식
(주)해피푸드,아구중독,김영희,20215835,2021.11.18,한식
일취월잔,일취월잔,박서준,20230738,2023.05.24,한식
날신하담,날신하담,정영옥,20230739,2023.05.24,이미용
족발이다,족발이다,김정현,20230737,2023.05.24,한식
정스,정스닭꼬치,이원관,20214462,2021.11.09,분식
(주)백산코리아,빨간닭강정,홍미선,20211553,2021.07.09,치킨
(주)지앤씨신칼,현풍닭칼국수 delivery,손기찬,20230740,2023.05.24,한식
"(주)플러스82(PLUS82Co.,Ltd.)",PLUS 82(플러스 82),유종현,20220226,2022.03.21,커피
샐러드러버(SALADLOVER),샐러드러버,이주찬,20230736,2023.05.24,기타 외식
펫그램,펫그램,조창현,20191170,2019.11.12,기타도소매
킹스마겐글로벌(주),킹스마겐,천경훈,20190116,2019.02.01,부동산 중개
뉴드림솔루션,멘츠루,문홍일,20230741,2023.05.24,일식
(주)남쪽나라,오공복이,오세형,20160960,2016.09.26,기타 외식
(주)진정성,"안경,진정성",이재성,20181065,2018.10.19,안경
(주)에이원더블유,"포레스트 오늘, 숲[soup]",전보경,20211920,2021.08.23,기타 외국식
(주)우린,벙커24,이은용,20211772,2021.08.04,편의점
㈜맘스델리,아이스맘스,김정숙,20213738,2021.11.02,아이스크림/빙수
(주)국민스타즈,국민통닭,황정숙,20210894,2021.03.25,치킨
(주)펀하이즈,하이즈커피,김득호,20212500,2021.10.07,커피
