상호,영업표지,대표자,등록번호,최초등록일,업종
(주)프라빈,PRABEAN,김지애,20140930,2014.09.30,커피
(주)글로벌푸드홀딩스,포 시애틀,김미리,20215781,2021.11.18,기타 외국식
이맛이지수원정자점,포토마임,정재정,20210302,2021.02.04,기타 서비스
수라간닭잡는날본점,수라간 닭 잡는날,문현주,20220066,2022.01.25,한식
(주)소울앤바디,포시즌필라테스,윤경호,20161224,2016.12.13,스포츠 관련
떡볶이창고,떡볶이창고,강성욱,20110100520,2011.11.01,분식
(주)더오랩,피자오 (PIZZA O),오준석,20190836,2019.08.14,피자
(주)모두벤쳐스,모두의 주방,박형주,20201414,2020.10.23,임대
또봄세,또봄세,고한이,20221279,2022.11.25,주점
(주)자연가득,헤나킹,오상희,20191069,2019.10.21,기타도소매
(주)자연가득,오라이 숯불닭갈비,오상희,20100100304,2010.06.30,한식
(주)자연가득,삼육오 족발찜닭,오상희,20140104,2014.02.05,한식
(주)자연가득,돌깨마을 맷돌순두부,오상희,20080200262,2008.11.05,한식
(주)심정민융합교육연구소,하늘을나는그림책,심정민,20200765,2020.06.24,기타 교육
오리엔츠,호랭이행님,이후인,20214521,2021.11.10,주점
오리엔츠,헤이그로밋,이후인,20214520,2021.11.10,주점
오리엔츠,부처핸접,이후인,20214519,2021.11.10,주점
(주)워크위드에프앤씨,투픽샐러드(Today’s Pick),김민기,20220069,2022.01.25,기타 외식
(주)워크위드에프앤씨,파파1215,김민기,20200455,2020.04.02,기타 외식
(주)올에프엔비,고래고래회&해산물포차,방경석,20150847,2015.09.08,기타 외식
(주)올에프엔비,무청감자탕,방경석,20214600,2021.11.10,한식
콩뿌리프랜차이즈(주),콩뿌리 전주콩나물국밥,오양민,20160905,2016.09.13,한식
(주)언노운로스터스,아티클(ARTICLE),진일호,20215632,2021.11.18,커피
(주)올에프엔비,족발야시장,방경석,20160773,2016.08.08,기타 외식
에스디씨코리아(주),꿀때기,오영욱,20230016,2023.01.06,한식
(주)순정에프앤비,오리엔탈게이트,오상호,20221146,2022.10.31,기타 외국식
(주)순정에프앤비,무다이,오상호,20220167,2022.02.28,일식
(주)순정에프앤비,라멘선생,오상호,20200843,2020.07.08,일식
(주)마이멘토,웰이스턴,한태광,20160271,2016.03.23,교육 (외국어)
봉봉컴퍼니,잘차림도시락,김영봉,20220224,2022.03.18,한식
백연게장,백연게장,권현성,20230151,2023.01.31,한식
(주)코미,밥토리돈까스,석원락,20212844,2021.10.19,한식
(주)본투랩,빌리언박스,"전승훈, 박근준",20211587,2021.07.15,패스트푸드
(주)시소,스테이크의 정석,박승희,20230355,2023.03.06,서양식
이심전심(주),파치비,심규태,20201488,2020.11.06,서양식
이심전심(주),닭강정총각,심규태,20120100670,2012.12.10,치킨
이심전심(주),킹오브떡볶이,심규태,20130100463,2013.06.28,분식
피어싱갤러리,피어싱갤러리,김정환,20201817,2020.12.17,기타도소매
(주)공존컴퍼니,두부만드는사람들,노정욱,20191140,2019.10.30,한식
(주)솔라벨,샐러벨,소상우,20212397,2021.10.05,기타 외식
(주)솔라벨,원트피자(Want Pizza),소상우,20211388,2021.06.15,기타 외식
(주)솔라벨,와필레(WAFILLE),소상우,20211362,2021.06.11,제과제빵
(주)솔라벨,스트릿츄러스,소상우,20140288,2014.04.02,제과제빵
이심전심(주),한남동그집,심규태,20130100171,2013.03.06,주점
(주)이바돔,조선화로집,김 훈,20180004,2018.01.05,한식
(주)이바돔,조선갈비실록,김훈,20180003,2018.01.05,한식
(주)이바돔,제주도야지판,김훈,20130304,2013.10.15,한식
(주)이바돔,이바돔 외식 Family,김훈,20150411,2015.05.20,한식
(주)이바돔,강촌식당,김훈,20181034,2018.10.10,한식
(주)이바돔,이바돔감자탕,김 훈,20080200103,2008.08.08,한식
(주)더쿡코리아,교토돈부리,박호용,20231745,2023.11.28,일식
부산강서구맛집돌짜장,경마장돌짜장,이범준,20231743,2023.11.28,중식
(주)스콜라몬테소리,스콜라몬테소리,이지수,20170449,2017.03.29,기타 교육
두건쓴형제,소각,박성재,20231742,2023.11.28,한식
추풍정매곡본점,추풍정,이기경,20191336,2019.12.11,한식
리터킹체인본부,리터킹,박종원,20231741,2023.11.28,커피
(주)메이드에듀,세이노학원,정성윤,20231747,2023.11.28,교육 (교과)
(주)메이드에듀,메이드학원,정성윤,20231746,2023.11.28,교육 (교과)
(주)에프엠씨앤,곱도리탕 매운집,신재오,20231744,2023.11.28,한식
제이아이씨에스어학원,제이아이씨에스어학원,박상현,20231751,2023.11.28,교육 (외국어)
뼈대있는김치찜수성점,뼈대있는김치찜,백승민,20230963,2023.07.04,한식
(주)셀독24,셀독24스터디카페,민성윤,20200560,2020.04.28,기타 서비스
(주)세리스,한식1번가와교실의밥상,박연재,20214294,2021.11.05,한식
웅스키친,찌웅이네숯불두마리치킨,정아준,20212147,2021.09.14,치킨
(주)금강산컴퍼니,마마트,이석이,20170635,2017.05.26,편의점
(주)아시아푸드리퍼블릭,두꺼비식당,문대성,20190803,2019.08.07,한식
(주)아시아푸드리퍼블릭,포보스,문대성,20130100440,2013.06.20,기타 외국식
(주)웰푸드,뉴욕핫도그&치킨,채석재,20200869,2020.07.14,패스트푸드
(주)어메이징리테일,메리엘스(Mary Eales),이상훈,20211530,2021.07.07,기타도소매
(주)도스타코스,도스타코스,박성준,20100100024,2010.01.11,기타 외국식
(주)푸드프랜,태기산더덕순대,김용각,20090100208,2009.04.24,한식
(주)맛샘,맛샘,김연심,20160984,2016.09.30,기타도소매
(주)펜덕스,AI 펜덕스(AI penDUX),김두진,20211495,2021.07.02,교육 (외국어)
피자연합협동조합,피자연합,최승호,20171548,2017.12.20,피자
(주)커브스코리아,커브스(curves),김재영,20080100444,2008.09.03,스포츠 관련
(주)아카이브코퍼레이션,아데르(ADERE),이창열,20215636,2021.11.17,이미용
(주)디에스푸드,고스트치킨,백기원,20212768,2021.10.15,패스트푸드
(주)디에스푸드,제육의 법칙,백기원,20212767,2021.10.15,한식
(주)디에스푸드,피자와치킨의러브레터,백기원,20080100412,2008.08.29,피자
(주)아소정,아소정,박미영,20220016,2022.01.07,한식
(주)푸드지니어스,짱닭치킨,권석영,20110100528,2011.11.07,치킨
(주)육칠팔,육칠팔,김기곤,20090100133,2009.03.06,한식
(주)육칠팔,백정,김기곤,20090100130,2009.03.06,기타 외식
(주)다우림푸드,마포만두,허지원,20150446,2015.06.02,분식
(주)골든밥코리아,탐나종합어시장,오정훈,20190513,2019.06.04,일식
속초킹김밥&도시락,함박꼬기와플&김밥,성명진,20231740,2023.11.27,기타 외식
속초킹김밥&도시락,루틴(routine)111,성명진,20231739,2023.11.27,기타 외식
속초킹김밥&도시락,속초킹김밥&도시락,성명진,20231738,2023.11.27,기타 외식
난달라푸드테크놀로지,춘천100%순메밀막국수&냉면,안지현,20231737,2023.11.27,한식
(주)블루유니버스,위클리베이글,박종하,20231736,2023.11.27,제과제빵
수혈컴퍼니,아아수혈,"김태호,김재호",20210208,2021.01.25,커피
양마니푸드,양마니순대곱창,이영주,20170373,2017.03.14,한식
(주)판도,MVM iPT(엠브이엠아이피티),"곽성익, 신혁",20230144,2023.01.31,스포츠 관련
(주)중화명장,중화개화,최창조,20211492,2021.07.02,중식
(주)중화명장,신차이,최창조,20201410,2020.10.23,중식
(주)중화명장,명장반점,최창조,20200156,2020.01.29,중식
(주)중화명장,만추,최창조,20200155,2020.01.29,중식
(주)창업파트너,서초동다있다,이윤재,20215347,2021.11.16,기타도소매
(주)창업파트너,서초동면옥,이윤재,20215355,2021.11.16,한식
(주)창업파트너,서초동바게트,이윤재,20215356,2021.11.16,제과제빵
(주)창업파트너,서초동반점,이윤재,20215341,2021.11.16,중식
(주)창업파트너,서초동진짜버거,이윤재,20215353,2021.11.16,패스트푸드
(주)창업파트너,서초동파스타,이윤재,20215343,2021.11.16,서양식
(주)창업파트너,서초동피자,이윤재,20215345,2021.11.16,피자
(주)창업파트너,서초동한잔,이윤재,20215351,2021.11.16,주점
(주)창업파트너,서초동국밥,이윤재,20215346,2021.11.16,한식
(주)창업파트너,서초동김치찌개,이윤재,20215340,2021.11.16,한식
(주)창업파트너,서초동닭다리,이윤재,20215354,2021.11.16,치킨
(주)창업파트너,서초동떡볶이,이윤재,20215342,2021.11.16,분식
(주)창업파트너,서초동라멘장인,이윤재,20215352,2021.11.16,일식
(주)창업파트너,서초동버블버블,이윤재,20215350,2021.11.16,음료 (커피 외)
(주)창업파트너,서초동쌀국수집,이윤재,20215344,2021.11.16,기타 외국식
(주)창업파트너,서초동에스프레소,이윤재,20215357,2021.11.16,커피
(주)창업파트너,서초동오늘뭐먹지,이윤재,20215349,2021.11.16,기타 외식
(주)창업파트너,청담커피,이윤재,20215359,2021.11.16,커피
초록컴퍼니(주),꼼꼼운동화손세탁,심의길,20210932,2021.03.30,기타 서비스
(주)스노우폭스브랜딩컴퍼니,스노우폭스플라워,"김아영, KIM JIM(김승호)",20212083,2021.09.07,기타도소매
(주)세모담에프앤비,맥주는 별책부록,박기현 최재민,20212048,2021.09.01,주점
(주)세모담에프앤비,마차이짬뽕,박기현 최재민,20212230,2021.09.23,중식
(주)코딩앤플레이,코딩앤플레이,"이정석, 류경희",20170256,2017.02.16,기타 교육
엘더블유지(주),잭슨피자,이일주,20210148,2021.01.19,피자
(주)세화에프앤씨,플라타너스(PLATANUS),윤형만,20140485,2014.06.13,커피
(주)엠에이치에프홀딩스,타이완벤땅,모충정,20211102,2021.04.26,기타 외식
(주)더비즈랩,카페에버그린,이승훈,20213253,2021.10.22,커피
(주)더비즈랩,더카페드림(THE카페드림),이승훈,20213255,2021.10.22,커피
(주)우리로에프앤비,포마이쌀국수&팟타이,강호,20220348,2022.04.27,기타 외국식
(주)우리로에프앤비,이찌방라멘& 카츠카레,강호,20220053,2022.01.19,일식
돼지랑찌개랑본부,돼지랑찌개랑,최주환,20211980,2021.08.30,한식
(주)딕시,그냥가개?,이주용,20220631,2022.07.06,기타도소매
(주)씨티카페비엠에스점,시티카페(CITTICAFFE),정은정,20210020,2021.01.07,커피
(주)바이올푸드글로벌,유가네,권지훈,20130452,2013.12.10,한식
(주)맛있는수다,어부맘,손재성,20211196,2021.05.12,한식
(주)마음에프앤씨,마음온밥,심훈,20191289,2019.12.02,기타 외식
(주)인푸드,김순례 순살치킨강정,서진원,20200381,2020.03.16,치킨
(주)맛있는수다,집밥뚝딱,손재성,20211197,2021.05.12,한식
(주)제이엠케이,카페비엔나(Cafe Vienna),임민주,20231748,2023.11.25,커피
(주)에이엠지에프앤비,빈키즈(Beankies),민병욱,20212867,2021.10.19,기타 외식
(주)엠피아이모던필라테스,모던필라테스MPI,김항진,20150161,2015.02.17,기타 서비스
(주)볼드4,브럭시,김민형,20181239,2018.11.30,서양식
마켓찬거리(주),상도늘보리,이청원,20160944,2016.09.23,한식
(주)빈스앤로스터리코리아,빈스빈스,김기환,20090100314,2009.06.30,커피
오소오소,오소오소,박운서,20231730,2023.11.24,한식
(주)코코로키친,요이벤,김찬혁,20231731,2023.11.24,일식
효자오리바베큐마포점,효자오리바베큐,김성재,20231732,2023.11.24,한식
(주)대승인터컴,얼짱사진샵,안선태,20231734,2023.11.24,기타 서비스
엠쏘씨케이(주),어흥식당1104,김성섭,20220168,2022.02.28,서양식
배가무닭볶음탕,배가무닭볶음탕,배현규,20231733,2023.11.24,한식
가장맛있는치킨가경복대점,가장맛있는치킨,전효섭,20201119,2020.09.04,치킨
멍멍아학교가자대곡점,멍멍아학교가자,김현성,20231727,2023.11.24,반려동물 관련
이백정참숯구이,백정가LC,이철규,20231728,2023.11.24,한식
(주)에임랩,태닝나우(TANNING NOW),김현주,20220817,2022.08.11,이미용
(주)로보아르테,롸버트치킨,강지영,20220524,2022.06.15,치킨
태정산업,육개장군 고기대첩,이종안,20215376,2021.11.16,한식
(주)맛잇는회사,밤새우는 닭,이준용,20160062,2016.01.18,치킨
레인보우탕후루,더레인보우,최효인,20231359,2023.09.19,기타 외식
더국민푸드,오늘은전골,차동현,20230572,2023.04.19,한식
(주)유비아이리스,유비홍채,김응석,20220693,2022.07.21,기타 서비스
(주)고씨네푸드,남영동양문,고석현,20221030,2022.10.06,한식
(주)고씨네푸드,고씨네고추장찌개,고석현,20200108,2020.01.21,한식
(주)병천아우내식품,육미명가옛날아우내순대&보쌈,윤석정,20150931,2015.09.25,기타 외식
(주)병천아우내식품,병천황토방순대,윤석정,20080500052,2008.10.27,기타 외식
(주)포즈,달토끼의 떡볶이 흡입구역,"정회창, 김영주",20190861,2019.08.21,분식
돼지새끼삼형제,애호가,이초은,20214244,2021.11.08,반려동물 관련
돼지새끼삼형제,백억수산,이초은,20214271,2021.11.08,일식
돼지새끼삼형제,한중관,이초은,20214268,2021.11.08,중식
돼지새끼삼형제,탕탕탕,이초은,20214245,2021.11.08,한식
돼지새끼삼형제,아성탕,이초은,20214270,2021.11.08,한식
돼지새끼삼형제,한구이삼겹살,이초은,20214272,2021.11.08,기타 외식
(주)비엠앤,달밤족발,김은수,20230103,2023.01.20,기타 외식
파스타이츠,파스타이츠,"신영호, 이상용",20201691,2020.12.04,기타 외식
케이엠(KM)미디어,부산막고기,홍승철,20211441,2021.06.23,한식
(주)더블유에스그룹,잇츠탠,김웅서,20211541,2021.07.08,이미용
(주)썬핀코리아,마루벤벤,김진향,20230426,2023.03.17,중식
(주)천운컴퍼니,서울도넛츠,"김도연, 조민준",20201196,2020.09.17,기타 외식
(주)영구스피자,영구스피자,김정영,20090100545,2009.12.02,피자
(주)베터투머로,금차왕(KAMCHA),안석영 정낙은 정승필,20213726,2021.11.01,음료 (커피 외)
(주)엘앤씨커머스,쇼킹맨,이형석,20210358,2021.02.04,기타 외식
SubwayInternationalB.V.,써브웨이(Subway),인수 조(Insoo Cho)(한국지점),20080100727,2008.12.08,패스트푸드
쭈박사,쭈박사,양재철,20231735,2023.11.24,한식
BTGDevelopmentLLC,블랙 탭 크래프트 버거 앤 비어(Black Tap Burgers& Beer),Chris Barish,20231729,2023.11.24,기타 외국식
(주)유니쉐프,황금코다리,"최윤혁, 오경열",20161261,2016.12.21,한식
(주)영투게더컴퍼니,영커피24,장영생,20231722,2023.11.23,커피
(주)정명에프앤비,3X-LARGE COFFEE,오동호,20210291,2021.02.03,커피
밥스골프아카데미,밥스골프 아카데미,고일형,20220546,2022.06.17,기타 서비스
(주)컴포즈커피,컴포즈커피(COMPOSE COFFEE),김진성,20141250,2014.12.23,커피
제리피푸드,조선할매설농탕,손웅진,20231543,2023.10.23,한식
제이피푸드,조선밀면,손웅진,20231542,2023.10.23,한식
유비원요가본점,유비원요가,김제희,20231721,2023.11.23,스포츠 관련
이가네명인갈비살,이가네명인갈비살,이종호,20231716,2023.11.23,한식
명가FNB,마장동 고기집,명형로,20231719,2023.11.23,한식
전포문어,전포문어,이다감,20231724,2023.11.23,주점
타코로와,타코로와,김민서,20231718,2023.11.23,일식
굿바이강박연구소,굿바이강박연구소,권재경,20231720,2023.11.23,기타 서비스
씨아이스토리,양푼갈비스토리,배종찬,20231715,2023.11.23,한식
비빔밥입니다,메가혼밥,황청민 외1,20231726,2023.11.23,한식
오뎅또오지상,오뎅또 오지상,진지성,20231717,2023.11.23,일식
백년장수왕족발,백년장수 왕족발,박정옥외 1명,20231725,2023.11.23,한식
찐짬뽕,범뽕,최명채,20231711,2023.11.23,중식
(주)금해코리아,응급실국물떡볶이,전유나,20150164,2015.02.17,분식
(주)금해코리아,응급실닭볶음탕,전유나,20212331,2021.09.29,한식
